id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
GN008001,Beyla,Beyla,beyla-gn008001,GN008001,14,8.906,-8.373
GN008002,Gueckedou,Gueckedou,gueckedou-gn008002,GN008002,10,8.696,-10.21
GN008003,Lola,Lola,lola-gn008003,GN008003,9,8.015,-8.306
GN008004,Macenta,Macenta,macenta-gn008004,GN008004,15,8.319,-9.214
GN008005,Nzerekore,Nzerekore,nzerekore-gn008005,GN008005,11,7.891,-8.88
GN008006,Yomou,Yomou,yomou-gn008006,GN008006,7,7.537,-9.121
